circuit,n_qubits,family,depth_bucket,decision_class,rec_key,fastest_key,is_fastest,overhead,source
Grover-12-b12,12,Grover,,clifford,qpanda/statevector,qpanda/density_matrix,False,3.45,local
QPE-4-b12,5,QPE,,low_tw,qpanda/statevector,native/statevector,False,1.36,local
QPE-6-b12,7,QPE,,low_tw,qpanda/statevector,native/statevector,False,1.18,local
QPE-8-b12,9,QPE,,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
QPE-10-b12,11,QPE,,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
QFT-16-b12,16,QFT,,general,qpanda/statevector,qpanda/statevector,True,1.0,local
Grover-16-b12,16,Grover,,clifford,qpanda/statevector,qiskit/stabilizer,False,1.08,local
VQE-4-b12,4,VQE,,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
VQE-6-b12,6,VQE,,low_tw,qpanda/statevector,native/statevector,False,3.83,local
VQE-8-b12,8,VQE,,low_tw,native/statevector,qpanda/density_matrix,False,58.54,local
VQE-10-b12,10,VQE,,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.04,local
QPE-12-b12,13,QPE,,low_tw,qpanda/statevector,qpanda/density_matrix,False,4.21,local
VQE-16-b12,16,VQE,,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
QAOA-4-b12,4,QAOA,,low_tw,qpanda/statevector,native/statevector,False,1.12,local
QAOA-6-b12,6,QAOA,,low_tw,qpanda/statevector,native/statevector,False,2.42,local
QAOA-8-b12,8,QAOA,,low_tw,qpanda/statevector,qpanda/density_matrix,False,2.84,local
QAOA-10-b12,10,QAOA,,low_tw,native/statevector,qpanda/statevector,False,163.27,local
VQE-12-b12,12,VQE,,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.08,local
QAOA-16-b12,16,QAOA,,low_tw,qiskit/statevector,qpanda/statevector,False,1.31,local
RandCliff-8-shallow-b12,8,RandomClifford,shallow,clifford,native/statevector,qpanda/statevector,False,358.08,local
RandCliff-8-medium-b12,8,RandomClifford,medium,clifford,native/statevector,qpanda/statevector,False,194.75,local
QAOA-12-b12,12,QAOA,,low_tw,qiskit/statevector,qiskit/statevector,True,1.0,local
QPE-16-b12,17,QPE,,low_tw,qpanda/statevector,qiskit/statevector,False,1.25,local
QFT-12-b12,12,QFT,,general,qpanda/statevector,qpanda/density_matrix,False,1.11,local
RandCliff-16-shallow-b12,16,RandomClifford,shallow,clifford,qpanda/statevector,qiskit/stabilizer,False,1.86,local
RandNonCliff-8-shallow-b12,8,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
RandNonCliff-8-medium-b12,8,RandomNonClifford,medium,low_tw,qpanda/statevector,qpanda/density_matrix,False,7.64,local
RandCliff-12-shallow-b12,12,RandomClifford,shallow,clifford,qiskit/statevector,qiskit/statevector,True,1.0,local
RandCliff-12-medium-b12,12,RandomClifford,medium,clifford,qiskit/statevector,qpanda/statevector,False,2.4,local
RandCliff-16-medium-b12,16,RandomClifford,medium,clifford,qpanda/statevector,qpanda/statevector,True,1.0,local
RandNonCliff-16-shallow-b12,16,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
RandNonCliff-16-medium-b12,16,RandomNonClifford,medium,low_tw,qpanda/statevector,qiskit/statevector,False,54.72,local
RandNonCliff-12-shallow-b12,12,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
RandNonCliff-12-medium-b12,12,RandomNonClifford,medium,low_tw,qpanda/statevector,qiskit/statevector,False,1.43,local
GHZ-4-b13,4,GHZ,,clifford,qpanda/statevector,qpanda/density_matrix,False,1.08,local
LinCluster-4-b13,4,LinearCluster,,clifford,qpanda/statevector,native/statevector,False,1.05,local
LinCluster-8-b13,8,LinearCluster,,clifford,cupy/statevector,qpanda/statevector,False,3.33,local
GHZ-8-b13,8,GHZ,,clifford,cupy/statevector,native/statevector,False,0.62,local
LinCluster-16-b13,16,LinearCluster,,clifford,qiskit/stabilizer,qiskit/statevector,False,1.08,local
QFT-4-b13,4,QFT,,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.19,local
QFT-8-b13,8,QFT,,general,qpanda/statevector,qpanda/statevector,True,1.0,local
GHZ-16-b13,16,GHZ,,clifford,qiskit/stabilizer,qiskit/statevector,False,3.19,local
LinCluster-12-b13,12,LinearCluster,,clifford,native/statevector,qpanda/statevector,False,126.32,local
Grover-4-b13,4,Grover,,clifford,qpanda/statevector,native/statevector,False,1.12,local
Grover-6-b13,6,Grover,,clifford,qpanda/statevector,native/statevector,False,1.3,local
Grover-8-b13,8,Grover,,clifford,native/statevector,qpanda/statevector,False,119.93,local
GHZ-12-b13,12,GHZ,,clifford,native/statevector,qpanda/density_matrix,False,144.45,local
Grover-10-b13,10,Grover,,clifford,native/statevector,qpanda/statevector,False,646.07,local
Grover-12-b13,12,Grover,,clifford,qpanda/statevector,qpanda/statevector,True,1.0,local
QPE-4-b13,5,QPE,,low_tw,qpanda/statevector,native/statevector,False,1.32,local
QPE-6-b13,7,QPE,,low_tw,qpanda/statevector,native/statevector,False,1.12,local
QPE-8-b13,9,QPE,,low_tw,qpanda/statevector,qpanda/density_matrix,False,2.56,local
QPE-10-b13,11,QPE,,low_tw,qpanda/statevector,qiskit/statevector,False,1.77,local
QFT-16-b13,16,QFT,,general,qpanda/statevector,qpanda/statevector,True,1.0,local
Grover-16-b13,16,Grover,,clifford,qpanda/statevector,qpanda/statevector,True,1.0,local
VQE-4-b13,4,VQE,,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
VQE-6-b13,6,VQE,,low_tw,qpanda/statevector,native/statevector,False,1.52,local
VQE-8-b13,8,VQE,,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.05,local
VQE-10-b13,10,VQE,,low_tw,native/statevector,qpanda/density_matrix,False,91.1,local
QPE-12-b13,13,QPE,,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.27,local
VQE-16-b13,16,VQE,,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
QAOA-4-b13,4,QAOA,,low_tw,qpanda/statevector,native/statevector,False,1.55,local
QAOA-6-b13,6,QAOA,,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.02,local
QAOA-8-b13,8,QAOA,,low_tw,native/statevector,qpanda/density_matrix,False,53.06,local
QAOA-10-b13,10,QAOA,,low_tw,native/statevector,qpanda/density_matrix,False,192.53,local
VQE-12-b13,12,VQE,,low_tw,qiskit/statevector,qiskit/statevector,True,1.0,local
QAOA-16-b13,16,QAOA,,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
RandCliff-8-shallow-b13,8,RandomClifford,shallow,clifford,native/statevector,qpanda/density_matrix,False,246.77,local
RandCliff-8-medium-b13,8,RandomClifford,medium,clifford,native/statevector,qpanda/density_matrix,False,263.87,local
QPE-16-b13,17,QPE,,low_tw,qpanda/statevector,qiskit/statevector,False,6.62,local
QAOA-12-b13,12,QAOA,,low_tw,qiskit/statevector,qpanda/density_matrix,False,1.22,local
QFT-12-b13,12,QFT,,general,qpanda/statevector,qpanda/density_matrix,False,1.05,local
RandCliff-16-shallow-b13,16,RandomClifford,shallow,clifford,qpanda/statevector,qpanda/statevector,True,1.0,local
RandNonCliff-8-shallow-b13,8,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
RandNonCliff-8-medium-b13,8,RandomNonClifford,medium,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
RandCliff-12-shallow-b13,12,RandomClifford,shallow,clifford,qiskit/statevector,qiskit/stabilizer,False,1.18,local
RandCliff-16-medium-b13,16,RandomClifford,medium,clifford,qpanda/statevector,qiskit/statevector,False,1.07,local
RandCliff-12-medium-b13,12,RandomClifford,medium,clifford,qiskit/statevector,qpanda/density_matrix,False,2.41,local
RandNonCliff-16-shallow-b13,16,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
RandNonCliff-16-medium-b13,16,RandomNonClifford,medium,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
RandNonCliff-12-shallow-b13,12,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
RandNonCliff-12-medium-b13,12,RandomNonClifford,medium,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
GHZ-4-b14,4,GHZ,,clifford,qpanda/statevector,qpanda/density_matrix,False,1.09,local
LinCluster-4-b14,4,LinearCluster,,clifford,qpanda/statevector,native/statevector,False,1.1,local
LinCluster-8-b14,8,LinearCluster,,clifford,cupy/statevector,qpanda/statevector,False,4.64,local
GHZ-8-b14,8,GHZ,,clifford,cupy/statevector,native/statevector,False,1.5,local
LinCluster-16-b14,16,LinearCluster,,clifford,qiskit/stabilizer,qpanda/statevector,False,5.18,local
QFT-4-b14,4,QFT,,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.06,local
QFT-8-b14,8,QFT,,general,qpanda/statevector,qpanda/density_matrix,False,1.06,local
GHZ-16-b14,16,GHZ,,clifford,qiskit/stabilizer,qiskit/statevector,False,2.74,local
LinCluster-12-b14,12,LinearCluster,,clifford,native/statevector,qpanda/statevector,False,111.42,local
Grover-4-b14,4,Grover,,clifford,qpanda/statevector,native/statevector,False,1.09,local
Grover-6-b14,6,Grover,,clifford,qpanda/statevector,qpanda/density_matrix,False,1.22,local
Grover-8-b14,8,Grover,,clifford,native/statevector,qpanda/density_matrix,False,138.62,local
GHZ-12-b14,12,GHZ,,clifford,native/statevector,qpanda/density_matrix,False,206.44,local
Grover-10-b14,10,Grover,,clifford,native/statevector,qpanda/statevector,False,546.19,local
Grover-12-b14,12,Grover,,clifford,qpanda/statevector,qpanda/statevector,True,1.0,local
QPE-4-b14,5,QPE,,low_tw,qpanda/statevector,native/statevector,False,1.4,local
QPE-6-b14,7,QPE,,low_tw,qpanda/statevector,native/statevector,False,1.03,local
QPE-8-b14,9,QPE,,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
QPE-10-b14,11,QPE,,low_tw,qpanda/statevector,qiskit/statevector,False,1.62,local
QFT-16-b14,16,QFT,,general,qpanda/statevector,qpanda/statevector,True,1.0,local
Grover-16-b14,16,Grover,,clifford,qpanda/statevector,qpanda/statevector,True,1.0,local
VQE-4-b14,4,VQE,,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.0,local
VQE-6-b14,6,VQE,,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.12,local
VQE-8-b14,8,VQE,,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.06,local
VQE-10-b14,10,VQE,,low_tw,native/statevector,qpanda/density_matrix,False,64.56,local
VQE-12-b14,12,VQE,,low_tw,qiskit/statevector,qpanda/density_matrix,False,3.62,local
QPE-12-b14,13,QPE,,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.17,local
QAOA-4-b14,4,QAOA,,low_tw,qpanda/statevector,native/statevector,False,1.43,local
QAOA-6-b14,6,QAOA,,low_tw,qpanda/statevector,native/statevector,False,1.39,local
QAOA-8-b14,8,QAOA,,low_tw,native/statevector,qpanda/density_matrix,False,39.88,local
VQE-16-b14,16,VQE,,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
QAOA-10-b14,10,QAOA,,low_tw,native/statevector,qpanda/density_matrix,False,190.64,local
QAOA-16-b14,16,QAOA,,low_tw,qiskit/statevector,qpanda/statevector,False,1.61,local
RandCliff-8-shallow-b14,8,RandomClifford,shallow,clifford,native/statevector,qpanda/density_matrix,False,211.62,local
RandCliff-8-medium-b14,8,RandomClifford,medium,clifford,native/statevector,qpanda/density_matrix,False,203.14,local
QPE-16-b14,17,QPE,,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
QAOA-12-b14,12,QAOA,,low_tw,qiskit/statevector,qpanda/statevector,False,1.08,local
QFT-12-b14,12,QFT,,general,qpanda/statevector,qpanda/density_matrix,False,1.48,local
RandCliff-12-shallow-b14,12,RandomClifford,shallow,clifford,qiskit/statevector,qiskit/statevector,True,1.0,local
RandNonCliff-8-shallow-b14,8,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
RandNonCliff-8-medium-b14,8,RandomNonClifford,medium,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
RandCliff-16-shallow-b14,16,RandomClifford,shallow,clifford,qpanda/statevector,qpanda/statevector,True,1.0,local
RandCliff-16-medium-b14,16,RandomClifford,medium,clifford,qpanda/statevector,qpanda/statevector,True,1.0,local
RandCliff-12-medium-b14,12,RandomClifford,medium,clifford,qiskit/statevector,qpanda/statevector,False,3.05,local
RandNonCliff-16-shallow-b14,16,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
RandNonCliff-16-medium-b14,16,RandomNonClifford,medium,low_tw,qpanda/statevector,qiskit/statevector,False,1.21,local
RandNonCliff-12-shallow-b14,12,RandomNonClifford,shallow,low_tw,qpanda/statevector,qiskit/statevector,False,8.75,local
RandNonCliff-12-medium-b14,12,RandomNonClifford,medium,low_tw,qpanda/statevector,qpanda/density_matrix,False,2.86,local
GHZ-4-b15,4,GHZ,,clifford,qpanda/statevector,qpanda/density_matrix,False,1.07,local
LinCluster-4-b15,4,LinearCluster,,clifford,qpanda/statevector,native/statevector,False,1.42,local
GHZ-8-b15,8,GHZ,,clifford,cupy/statevector,native/statevector,False,0.88,local
LinCluster-8-b15,8,LinearCluster,,clifford,cupy/statevector,qpanda/density_matrix,False,3.46,local
LinCluster-16-b15,16,LinearCluster,,clifford,qiskit/stabilizer,qpanda/statevector,False,1.16,local
QFT-4-b15,4,QFT,,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.03,local
QFT-8-b15,8,QFT,,general,qpanda/statevector,qpanda/statevector,True,1.0,local
GHZ-16-b15,16,GHZ,,clifford,qiskit/stabilizer,qiskit/statevector,False,10.45,local
LinCluster-12-b15,12,LinearCluster,,clifford,native/statevector,qpanda/density_matrix,False,90.99,local
Grover-4-b15,4,Grover,,clifford,qpanda/statevector,qpanda/statevector,True,1.0,local
Grover-6-b15,6,Grover,,clifford,qpanda/statevector,qpanda/statevector,True,1.0,local
Grover-8-b15,8,Grover,,clifford,native/statevector,qpanda/density_matrix,False,236.09,local
GHZ-12-b15,12,GHZ,,clifford,native/statevector,native/statevector,True,1.0,local
Grover-10-b15,10,Grover,,clifford,native/statevector,qpanda/density_matrix,False,543.45,local
Grover-12-b15,12,Grover,,clifford,qpanda/statevector,qiskit/stabilizer,False,1.12,local
QPE-4-b15,5,QPE,,low_tw,qpanda/statevector,native/statevector,False,1.65,local
QPE-6-b15,7,QPE,,low_tw,qpanda/statevector,native/statevector,False,1.0,local
QPE-8-b15,9,QPE,,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
QPE-10-b15,11,QPE,,low_tw,qpanda/statevector,qiskit/statevector,False,2.07,local
QFT-16-b15,16,QFT,,general,qpanda/statevector,qpanda/statevector,True,1.0,local
Grover-16-b15,16,Grover,,clifford,qpanda/statevector,qiskit/stabilizer,False,2.93,local
VQE-4-b15,4,VQE,,low_tw,qpanda/statevector,native/statevector,False,1.4,local
VQE-6-b15,6,VQE,,low_tw,qpanda/statevector,native/statevector,False,1.07,local
VQE-8-b15,8,VQE,,low_tw,native/statevector,qpanda/density_matrix,False,47.15,local
VQE-10-b15,10,VQE,,low_tw,native/statevector,qpanda/density_matrix,False,76.0,local
VQE-12-b15,12,VQE,,low_tw,qiskit/statevector,qiskit/statevector,True,1.0,local
QPE-12-b15,13,QPE,,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
QAOA-4-b15,4,QAOA,,low_tw,qpanda/statevector,native/statevector,False,1.0,local
QAOA-6-b15,6,QAOA,,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
QAOA-8-b15,8,QAOA,,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
QAOA-10-b15,10,QAOA,,low_tw,native/statevector,qpanda/density_matrix,False,214.41,local
VQE-16-b15,16,VQE,,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
QAOA-16-b15,16,QAOA,,low_tw,qiskit/statevector,qiskit/statevector,True,1.0,local
RandCliff-8-shallow-b15,8,RandomClifford,shallow,clifford,native/statevector,qpanda/density_matrix,False,226.47,local
RandCliff-8-medium-b15,8,RandomClifford,medium,clifford,native/statevector,qpanda/density_matrix,False,201.77,local
QPE-16-b15,17,QPE,,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
QFT-12-b15,12,QFT,,general,qpanda/statevector,qpanda/density_matrix,False,103.56,local
QAOA-12-b15,12,QAOA,,low_tw,qiskit/statevector,qpanda/statevector,False,1.73,local
RandCliff-12-shallow-b15,12,RandomClifford,shallow,clifford,qiskit/statevector,qpanda/density_matrix,False,1.69,local
RandNonCliff-8-shallow-b15,8,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,local
RandCliff-8-deep,8,RandomClifford,deep,clifford,qpanda/statevector,qpanda/statevector,True,1.0,ec2
GHZ-20,20,GHZ,,clifford,qiskit/statevector,qpanda/statevector,False,1.39,ec2
QPE-10,10,QPE,,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.86,ec2
Grover-12,12,Grover,,clifford,qpanda/statevector,qpanda/density_matrix,False,1.04,ec2
VQE-12,12,VQE,,low_tw,qiskit/statevector,native/statevector,False,33.77,ec2
QAOA-12,12,QAOA,,low_tw,qiskit/statevector,qiskit/statevector,True,1.0,ec2
Grover-16,16,Grover,,clifford,qpanda/statevector,qpanda/statevector,True,1.0,ec2
RandCliff-16-shallow,16,RandomClifford,shallow,clifford,qpanda/statevector,qpanda/statevector,True,1.0,ec2
QPE-16,16,QPE,,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
QFT-16,16,QFT,,general,qpanda/statevector,qpanda/statevector,True,1.0,ec2
RandCliff-16-medium,16,RandomClifford,medium,clifford,qpanda/statevector,qpanda/statevector,True,1.0,ec2
RandNonCliff-8-shallow,8,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.24,ec2
RandNonCliff-8-medium,8,RandomNonClifford,medium,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.03,ec2
RandNonCliff-8-deep,8,RandomNonClifford,deep,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
QPE-12,12,QPE,,low_tw,qpanda/statevector,qpanda/density_matrix,False,3.25,ec2
QFT-20,20,QFT,,general,qpanda/statevector,qpanda/statevector,True,1.0,ec2
RandCliff-16-deep,16,RandomClifford,deep,clifford,qpanda/statevector,qpanda/statevector,True,1.0,ec2
RandCliff-12-shallow,12,RandomClifford,shallow,clifford,qiskit/statevector,qiskit/stabilizer,False,247.54,ec2
RandCliff-12-medium,12,RandomClifford,medium,clifford,qiskit/statevector,qiskit/statevector,True,1.0,ec2
RandCliff-20-shallow,20,RandomClifford,shallow,clifford,qiskit/stabilizer,qpanda/statevector,False,1.02,ec2
RandCliff-20-medium,20,RandomClifford,medium,clifford,qiskit/stabilizer,qpanda/statevector,False,2.03,ec2
QFT-12,12,QFT,,general,qpanda/statevector,qpanda/density_matrix,False,2.18,ec2
RandNonCliff-16-shallow,16,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
RandNonCliff-16-medium,16,RandomNonClifford,medium,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandNonCliff-8-medium-94832,8,RandomNonClifford,medium,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.1,ec2
RandNonCliff-16-deep,16,RandomNonClifford,deep,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
QPE-20,20,QPE,,low_tw,native/matrix_product_state,qpanda/statevector,False,650.63,ec2
RandNonCliff-12-shallow,12,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
RandNonCliff-12-medium,12,RandomNonClifford,medium,low_tw,qpanda/statevector,qiskit/statevector,False,5.29,ec2
Bonus-RandNonCliff-4-shallow-95860,4,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.3,ec2
Bonus-RandNonCliff-16-deep-23816,16,RandomNonClifford,deep,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
RandCliff-24-shallow,24,RandomClifford,shallow,clifford,qiskit/stabilizer,qiskit/statevector,False,1.0,ec2
RandCliff-24-medium,24,RandomClifford,medium,clifford,qiskit/stabilizer,qpanda/statevector,False,3.18,ec2
QFT-24,24,QFT,,general,qpanda/statevector,qpanda/statevector,True,1.0,ec2
RandCliff-12-deep,12,RandomClifford,deep,clifford,qpanda/statevector,qpanda/statevector,True,1.0,ec2
RandCliff-20-deep,20,RandomClifford,deep,clifford,qiskit/stabilizer,qpanda/statevector,False,1.02,ec2
Bonus-RandNonCliff-16-medium-7665,16,RandomNonClifford,medium,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandNonCliff-16-deep-16276,16,RandomNonClifford,deep,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandNonCliff-8-shallow-99866,8,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandCliff-16-shallow-30028,16,RandomClifford,shallow,clifford,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandNonCliff-12-shallow-74408,12,RandomNonClifford,shallow,low_tw,qpanda/statevector,qiskit/statevector,False,3.77,ec2
RandNonCliff-12-deep,12,RandomNonClifford,deep,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandCliff-8-medium-60852,8,RandomClifford,medium,clifford,native/statevector,qpanda/statevector,False,454.21,ec2
Bonus-RandCliff-12-deep-71281,12,RandomClifford,deep,clifford,qpanda/statevector,qiskit/statevector,False,1.64,ec2
Bonus-RandNonCliff-8-medium-34332,8,RandomNonClifford,medium,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.12,ec2
Bonus-RandNonCliff-12-medium-66275,12,RandomNonClifford,medium,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.08,ec2
Bonus-RandNonCliff-8-deep-89662,8,RandomNonClifford,deep,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.14,ec2
Bonus-RandNonCliff-8-shallow-43491,8,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.06,ec2
Bonus-RandCliff-4-shallow-12843,4,RandomClifford,shallow,clifford,qpanda/statevector,qpanda/density_matrix,False,1.4,ec2
Bonus-RandCliff-8-deep-57427,8,RandomClifford,deep,clifford,qpanda/statevector,qpanda/density_matrix,False,1.1,ec2
Bonus-RandNonCliff-8-shallow-10674,8,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandNonCliff-8-medium-91100,8,RandomNonClifford,medium,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
RandNonCliff-20-medium,20,RandomNonClifford,medium,low_tw,native/matrix_product_state,qpanda/statevector,False,78.74,ec2
RandNonCliff-20-shallow,20,RandomNonClifford,shallow,low_tw,native/matrix_product_state,qpanda/statevector,False,62.17,ec2
Bonus-RandNonCliff-16-medium-68642,16,RandomNonClifford,medium,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandCliff-16-shallow-26337,16,RandomClifford,shallow,clifford,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandNonCliff-8-shallow-50934,8,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandNonCliff-8-medium-41936,8,RandomNonClifford,medium,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.88,ec2
Bonus-RandCliff-12-shallow-69116,12,RandomClifford,shallow,clifford,qiskit/statevector,qpanda/density_matrix,False,7.76,ec2
Bonus-RandCliff-12-deep-92868,12,RandomClifford,deep,clifford,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandNonCliff-12-deep-85554,12,RandomNonClifford,deep,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandNonCliff-4-shallow-67860,4,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.5,ec2
Bonus-RandNonCliff-8-deep-83228,8,RandomNonClifford,deep,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.27,ec2
Bonus-RandNonCliff-20-medium-92426,20,RandomNonClifford,medium,low_tw,native/matrix_product_state,qpanda/statevector,False,183.69,ec2
Bonus-RandNonCliff-12-deep-64663,12,RandomNonClifford,deep,low_tw,qpanda/statevector,qpanda/density_matrix,False,618.6,ec2
Bonus-RandNonCliff-8-shallow-80974,8,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandNonCliff-12-deep-17795,12,RandomNonClifford,deep,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandCliff-20-shallow-22774,20,RandomClifford,shallow,clifford,qiskit/stabilizer,qpanda/statevector,False,13.31,ec2
Bonus-RandCliff-24-shallow-83024,24,RandomClifford,shallow,clifford,qiskit/stabilizer,qpanda/statevector,False,1.85,ec2
Bonus-RandCliff-4-shallow-23887,4,RandomClifford,shallow,clifford,qpanda/statevector,qpanda/density_matrix,False,1.6,ec2
Bonus-RandCliff-24-shallow-41253,24,RandomClifford,shallow,clifford,qiskit/stabilizer,qpanda/statevector,False,1.01,ec2
Bonus-RandCliff-20-deep-14150,20,RandomClifford,deep,clifford,qiskit/stabilizer,qpanda/statevector,False,18.94,ec2
Bonus-RandNonCliff-8-shallow-75911,8,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
RandNonCliff-20-deep,20,RandomNonClifford,deep,low_tw,native/matrix_product_state,qpanda/statevector,False,868.44,ec2
Bonus-RandCliff-16-medium-24400,16,RandomClifford,medium,clifford,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandNonCliff-20-deep-95388,20,RandomNonClifford,deep,low_tw,native/matrix_product_state,qpanda/statevector,False,348.49,ec2
Bonus-RandNonCliff-16-deep-54843,16,RandomNonClifford,deep,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandNonCliff-4-medium-15630,4,RandomNonClifford,medium,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.33,ec2
Bonus-RandNonCliff-20-deep-73620,20,RandomNonClifford,deep,low_tw,native/matrix_product_state,qpanda/statevector,False,3433.67,ec2
Bonus-RandCliff-4-deep-28073,4,RandomClifford,deep,clifford,qpanda/statevector,qpanda/density_matrix,False,1.18,ec2
Bonus-RandCliff-16-shallow-71724,16,RandomClifford,shallow,clifford,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandNonCliff-4-medium-66821,4,RandomNonClifford,medium,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.25,ec2
Bonus-RandCliff-12-deep-87307,12,RandomClifford,deep,clifford,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandCliff-20-medium-14088,20,RandomClifford,medium,clifford,qiskit/stabilizer,qpanda/statevector,False,12.64,ec2
Bonus-RandNonCliff-8-shallow-22931,8,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/density_matrix,False,1.13,ec2
Bonus-RandCliff-12-medium-33085,12,RandomClifford,medium,clifford,qiskit/statevector,qpanda/density_matrix,False,4.16,ec2
RandCliff-24-deep,24,RandomClifford,deep,clifford,qiskit/stabilizer,qpanda/statevector,False,1.01,ec2
Bonus-RandCliff-20-shallow-42774,20,RandomClifford,shallow,clifford,qiskit/stabilizer,qpanda/statevector,False,12.26,ec2
